Centre Id,Center,Type,Activity,Org,Lat,Long
SL_STF211,Medise Enterprises,Pharmacy,pharmacy,null,8.485298,-13.221846
SL_STF196,PJ Worky Enterprises,Pharmacy,pharmacy,null,8.485353,-13.218741
SL-STF065,Dr. Songo Williams,null,Otolaryntology,null,8.485369,-13.218719
SL_STF188,I. B. Mans Pharmaceutical,Pharmacy,pharmacy,null,8.48537,-13.218804
SL_STF227,Makaro Store,Pharmacy,pharmacy,null,8.485385,-13.21873
SL_STF206,M. J. Enterprise,Pharmacy,pharmacy,null,8.485406,-13.218956
SL_STF173,Kabala Labhal Pharmacy,Pharmacy,Pharmacy,null,8.485449,-13.218966
SL_STF225,The Atlantic Commercial Enterprises,Pharmacy,pharmacy,null,8.485459,-13.21902
SL-STF057,Dr. Len Gordon Harris,null,Radiology,null,8.485504,-13.237624
SL_STF172,Kempuka Pharmacy,Pharmacy,Pharmacy,null,8.485623,-13.244413
SL-STF032,CUPID Health Centre,Health Centre,null,null,8.485739,-13.244431
SL_STF204,Zam Zam Enterprises,Pharmacy,pharmacy,null,8.486351,-13.224113
SL-STF081,Marie Stopes Health Centre,Health Centre,Maternity hospital,null,8.486645,-13.267483
SL_STF186,Kayteestar Pharmaceuticals,Pharmacy,pharmacy,null,8.48666,-13.236085
SL_STF213,Urban And Rural Services,Pharmacy,pharmacy,null,8.48667,-13.236063
SL_STF175,Pharmacy Board Of Sierra Leone,Pharmacy,Pharmacy,null,8.486734,-13.23601
SL-STF064,Dr. Patrick Coker,GP,General Practice,null,8.486785,-13.23698
SL_STF216,Nala Enterprise,Pharmacy,pharmacy,null,8.487135,-13.230062
SL_STF174,C. M. Pharmacy,Pharmacy,Pharmacy,null,8.487146,-13.229965
SL_STF158,Mack Pharmacy (Free street),Pharmacy,Pharmacy,null,8.487167,-13.229944
"SL_STF209|
Ibrahim Jalloh Enterprises|Pharmacy|pharmacy|null|8.487473|-13.230109",,,,,,
SL_STF229,Alhaji Bangura Drugs Store,Pharmacy,pharmacy,null,8.487484,-13.230109
SL_STF220,SRA Enterprise,Pharmacy,pharmacy,null,8.487536,-13.211415
SL-STF098,SAMJANA Pharmacy,Pharmacy,null,null,8.487553,-13.230141
SL_STF232,Chrisbatu Drug Store,Pharmacy,pharmacy,null,8.487566,-13.232543
SL-STF104,Universal Pharmaceutical,Pharmacy,null,null,8.487567,-13.228823
SL_STF214,Imed Barrie Enterprises,Pharmacy,pharmacy,null,8.487572,-13.228973
SL_STF180,C. A. J. Pharmaceutical,Pharmacy,pharmacy,null,8.487583,-13.228952
SL_STF179,Juma Pharmaceutical,Pharmacy,pharmacy,null,8.487615,-13.229005
null,Malama Community Health Post,Health Post,null,null,8.487816,-13.230215
SL_STF176,S.B.S. Pharmaceutical,Pharmacy,Pharmacy,null,8.487961,-13.222765
SL-STF069,Dr. Walter Renner,General Practice,null,null,8.488044,-13.237077
SL-STF051,Dr. Isatou Hyde-Forster,null,Pediatrics,null,8.488058,-13.23735
SL_STF191,Universal Trading And Supplies,Pharmacy,pharmacy,null,8.488066,-13.228527
SL_STF200,Fuma Drugfair (SL) Ltd.,Pharmacy,pharmacy,null,8.488081,-13.237131
SL_STF205,Kabala Enterprise,Pharmacy,pharmacy,null,8.488088,-13.230431
SL_STF182,Labs Pharmaceuticals,Pharmacy,pharmacy,null,8.488092,-13.237259
SL_STF162,A. K. J Pharmacy,Pharmacy,Pharmacy,null,8.488098,-13.230386
SL_STF163,People's Pharmacy,Pharmacy,Pharmacy,null,8.488145,-13.231845
SL_STF217,Kayteestar Ltd.,Pharmacy,pharmacy,null,8.488151,-13.228891
SL-STF020,Connaught Hospital,Blood Bank,null,null,8.48823,-13.2384
SL_STF142,Dr. Modupeh Cole,null,Physicians & Surgeons,null,8.488447,-13.238543
SL-STF036,Dr Owizz Koroma (Pathologist),Hospital,Laboratory,null,8.488544,-13.238613
"SL-STF058|Connaught Hosp., Sight Savers International|Hospital|Opthalmology|null|8.488616|-13.238596",,,,,,
"SieCon|Connaught Hospital|Hospital|Triage, lab, cardiology, radiology, surgery, urology|King's Health Partners UK, MOH|8.488616|-13.238596",,,,,,
"SL-STF118|King?s Sierra Leone Partnership/ Connaught Hospital|Hospital|Cardiology, General Surgery, Lab, Pharmacy|King's Sierra Leone Partnership|8.488616|-13.238596",,,,,,
SL_STF152,Murray Town Hospital,Hospital,null,null,8.48862,-13.269301
SL_STF144,Alco Pharmacy,Pharmacy,Pharmacy,null,8.488752,-13.233701
SL-STF096,Ramsy Medical Laboratories,Laboratory,null,null,8.488757,-13.233761
SL_STF184,Global Pharmaceuticals,Pharmacy,pharmacy,null,8.489072,-13.23316
SL-STF068,Dr. Victor Willoughby,null,Internal Medicine,null,8.489332,-13.233311
SL_STF165,Thullah Pharmacy,Pharmacy,Pharmacy,null,8.489451,-13.206185
SL-STF108,Women's Health Care Center,Health Centre,null,null,8.489481,-13.232659
SL_STF230,I. B. Enterprises,Pharmacy,pharmacy,null,8.489515,-13.206314
SL_STF198,Amasil Patent Medicines,Pharmacy,pharmacy,null,8.489545,-13.218885
SL_STF177,W. J. Pharmaceutical,Pharmacy,Pharmacy,null,8.489545,-13.218799
SL_STF207,J. J. Enterprise,Pharmacy,pharmacy,null,8.489566,-13.218874
SL_STF183,Queens Pharmaceutical,Pharmacy,pharmacy,null,8.489566,-13.21881
SL_STF178,Amka Pharmaceutical,Pharmacy,Pharmacy,null,8.489603,-13.23282
SL-STF129,Dr. Machael Rekab,null,Dentistry,null,8.489789,-13.232863
SL-STF061,Dr. Michael Rekab,Private Practice,Dentist,null,8.489789,-13.232863
SL-STF049,Dr. I.B. Peters,null,Obstetrics & Gyneaecology,null,8.4898,-13.232863
"SL-STF063|Dr. Muctar Jalloh, Childrens Hospital|null|Pediatrics/Family practice|null|8.489935|-13.218699",,,,,,
SL-STF141,Children's Hospital,Hospital,null,null,8.489956,-13.218656
SL_STF150,Princess Christian Maternity Hospital,Hospital,Maternity,null,8.490041,-13.218913
SL_STF149,Ola During Children's Hospital,Hospital,null,null,8.490041,-13.218667
SL-STF067,PCMH Hospital,Hospital,Obstetrics & Gyneaecology,null,8.490086,-13.218921
SL-STF095,Princess Christian Maternity Hospital (PCMH),Maternity Hospital,null,OXFAM?,8.490086,-13.218921
SL-STF042,Dr. Edward Nahim,null,Psychiatrist,null,8.490142,-13.231546
"SL-STF094|Pharmacy Board, Wiltshire Johnson|Pharmacy|null|null|8.490325|-13.218883",,,,,,
SL_STF171,Health Care Pharmacy,Pharmacy,Pharmacy,null,8.490501,-13.232643
SL-STF002,Abanita Hospital,Hospital,null,null,8.490552,-13.231623
SL-STF039,Dr. D. Harding,null,Anesthetist,null,8.490666,-13.232699
SL-STF072,IMRES Pharmacy,Pharmacy,null,null,8.490694,-13.232733
HM0822,Kassanka,4,null,null,8.4917,-9.37152
SL-STF009,Brima Ginorlei,Laboratory,null,null,8.491767,-13.23356
SL-STF003,Abanita Radiology,Private Clinic?,Radiology,null,8.49281,-13.231607
HM0740,Dengu?dou,4,null,null,8.49329,-10.4432
SL-STF080,Macauley Street Government Hospital,null,Triage,No Partner Identified,8.493389,-13.266685
SL-STF011,AberdeenWomen?sCentre (Care of Pregnant Women and New Born Babies),Maternity Home,Obstetrics,Gloag Foundation,8.49339,-13.287205
SL-STF088,Mercy Ships,null,null,null,8.493912,-13.286789
HM0718,Centre de Sant? Fangamadou,Health Center,null,GOV,8.49548,-10.5935
LR21-000043,Sorlumba,Clinic,null,PMU,8.49593,-10.16076
SL-STF087,Mercy Ship,Hospital,null,null,8.496145,-13.284289
GN-STF076,Poste de Sant? Owet Kama,Poste under CS T?koulo,null,GOV,8.49657,-9.98606
HM0807,Badiaro,4,null,null,8.50031,-9.64111
HM0737,Centre de Sant? Nongoa,Health Center,null,GOV,8.50488,-10.3343
HM0713,Zatioula (Communautaire),4,null,null,8.50592,-10.3299
UN283,Solomba Clinic,Clinic,null,null,8.506649,-10.158395
HM0810,N'Deleou,4,null,null,8.5069,-9.69318
HM0825,Taoulela,4,null,null,8.51532,-9.85773
MOH027,Centre de Sant? Daro,Healgh Clinic,null,GOV,8.518202,-9.568228
HM0808,Bureau Sous-Pr?fecture,3,null,null,8.51929,-9.56848
HM0684,Dougb?la,4,null,null,8.5213,-8.262999
"GuiMac|Macenta Transit Centre|Transit center|Transit Centre|MOH, WHO|8.53688|-9.46481",,,,,,
HM0818,Centre Medical Philatricaine,1,null,null,8.53693,-9.46472
"MOH029|Centre de Sant? Quartier Bowa, Mac.|CSU|null|GOV|8.539856|-9.466267",,,,,,
MOH030,Centre de Sant? Macenta Centre,CSU,null,GOV,8.539856,-9.466267
MOH028,Centre de Sant? Macenta P Lumumba,CSU,null,GOV,8.539856,-9.466267
HM0819,Hopital pr?fectoral Macenta,1,null,null,8.54053,-9.47198
HM0719,Kiesseneye,4,null,null,8.54071,-10.511
GN-STF057,Hopital Pr?fectoral Macenta,Hospital,null,null,8.5456,-9.4683
HM0750,Centre de Sant? T?koulo,Health Center,null,GOV,8.5473,-9.95111
HM0821,Poste Medical (Referring Center?),3,null,null,8.548101,-9.466309
GN-STF070,Centre Medical Communal Gueckedou MSF,Health Center,Ebola Treatment Unit,MSF,8.552229,-10.120623
HM0724,Centre de Sant? Mangalla,CSU,null,GOV,8.55328,-10.1208
HM0820,Macenta Koura,3,null,null,8.55328,-9.45361
HM0679,Dabadou,4,null,null,8.55591,-8.59802
HM0726,Centre de Sant? Gueckdou Sokoro,CSU,null,GOV,8.55847,-10.1394
"GuiGui|Guinee Forestiere|null|ETC, Triage|MSF|8.56152|-10.13236",,,,,,
GN-STF054,Hopital Pr?fectoral Gueckedou,Hospital,null,null,8.561642,-10.131896
HM0746,Poste de Sant? Bawa,Poste under CS T?koulo,null,null,8.56549,-10.0356
HM0747,Poste de Sant? Kondembadou,Poste under CS T?koulo,null,null,8.5661,-9.87451
HM0749,Owet Lela,Poste under CS T?koulo,null,GOV,8.56989,-9.96143
HM0723,Centre de Sant? Gueckdou Madina,CSU,null,GOV,8.5705,-10.131
HM0722,Centre de Sant? Gueck?dou L?l?,CSU,null,GOV,8.57129,-10.1507
HM0826,N'Zoyaro,3,null,null,8.57129,-9.39331
HM0801,Bakpaou,4,null,null,8.57611,-9.58289
HM0738,Ouladin,4,null,null,8.57928,-10.329701
HM0721,Sowadou,4,null,null,8.581119,-10.538
HM0802,Rou?zou,4,null,null,8.58148,-9.69592
null,Peppel Community Health Post,Health Post,null,null,8.586721,-13.055305
HM0806,Niangu?zazou,4,null,null,8.59052,-9.78101
null,Fuero Maternal and Child Health Post,Health Post,null,null,8.592928,-10.641043
HM0800,Fadou,4,null,null,8.59387,-9.51892
HM0755,Yomadou Koundoufama,4,null,null,8.59491,-10.1927
HM0959,Kolignindo,4,null,null,8.59991,-10.3072
SL_STF151,Mahera Hospital,Hospital,null,null,8.600563,-13.199695
HM0725,Poste de Sant? Nongolo,Post under CSU Madina,null,GOV,8.60309,-10.1258
HM0685,Doubadou,4,null,null,8.60449,-8.47839
HM0756,Mongo,4,null,null,8.6131,-10.2625
GN-STF055,CMC Ou?nde-K?n?ma,Clinic,null,null,8.617557,-10.149485
HM0799,Centre de Sant? Baliz?a,Health Center,null,GOV,8.61987,-9.578
HM0692,Djiffa Centre,Health Center,null,null,8.62048,-8.0213
HM0824,Centre de Sant? Panziazou,Health Center,null,GOV,8.62128,-9.85742
HM0751,Meliandou,4,null,null,8.62268,-10.0649
HM0691,Diamodou,4,null,null,8.62549,-8.30609
SL_STF148,Lungi Government Hospital,Hospital,null,null,8.627776,-13.203809
HM0683,Centre Sant? Diarragu?r?la,3,null,null,8.63953,-8.52271
HM0735,Centre de Sant? Koundou,Health Center,null,GOV,8.64111,-10.4156
SL-STF078,M & B Maternity Home,Maternity and nursing home,null,null,8.643734,-10.971737
SL-STF084,Marie Stopes Society,Nursing home,null,null,8.645098,-10.969639
SL_STF155,Koidu Government Hospital,Hospital,null,null,8.648662,-10.965667
HM0712,Communautaire,4,null,null,8.65051,-10.3468
null,Yamanda Community Health Centre,Health Centre,null,null,8.651409,-10.50313
HM0730,Poste de Sant? Wassaya,Post under CS Guendembou,null,GOV,8.65472,-10.1064
HM0804,Centre de Sant? Bofossou,Health Center,null,GOV,8.65948,-9.69122
"SL_STF156|Wellbody Alliance|Clinic|Emergency care, Surgical care, Clinical care, primary care, prenatal care, paediatric care, women's health, HIV Aids, chronic conditions|null|8.659669|-10.960756",,,,,,
HM0753,Centre de Sant? T?messadou,Health Center,null,GOV,8.66553,-10.2624
HM0690,Point R?f?renc?,4,null,null,8.674501,-8.33893
HM0678,Poste Tsanti Quartier,3,null,null,8.68048,8.68048
null,Lungi Government Hospital,Hospital,null,null,8.681085,-12.999648
HM0677,Cit? Administrative - Beyla Centre de Sant?,3 - Health Centre,null,GOV,8.68488,-8.63849
SL_STF143,St. John of God Catholic Hospital (Mabesseneh),Hospital,null,null,8.685566,-12.533748
HM0680,Hopital Pr?fectoral Beyla,Hospital,null,null,8.68851,-8.64892
GN-STF108,Centre de Sant? Beyla Sobakono,Health Center,Couverture Sanitaire Universelle,GOV,8.6899,-8.6483
GN-STF052,Hopital Pr?fectoral Beyla,Hospital,null,null,8.690694,-8.648611
SL_STF145,Eye Hospital,Hospital,Eye Hospital,null,8.695692,-12.52807
MOH032,Centre de Sant? Vas?r?dou,Health Center,null,GOV,8.700482,-9.22138
null,Tefeya Community Health Centre,Health Centre,null,null,8.704262,-11.213274
HM0805,Do?z?a,4,null,null,8.71411,-9.65009
HM0754,Kouak?r?,4,null,null,8.71832,-10.2119
HM0832,Batema,4,null,null,8.71869,-9.8631
HM0697,Nionsanoridou,Health Center,null,null,8.72089,-8.84039
HM0831,Aolazou,4,null,null,8.72131,-9.8302
null,Magburaka Government Hospital,Hospital,null,null,8.722818,-11.949193
null,Wordu Maternal and Child Health Post,Health Post,null,null,8.726244,-11.004783
HM0975,Poste de Sant? Dandou Bendo,Post / CMC Guendmbou,null,GOV,8.72949,-10.3443
HM0830,Kabakoro,4,null,null,8.73389,-9.3327
HM0689,Gbak?dou Centre,Health Center,null,null,8.74231,-8.41248
"SL_STF234|Masanga Hospital|Hospital|paediatrics, maternity, general medicine and surgery|GOSL; see notes|8.750768|-11.83691",,,,,,
null,Mabai Maternal and Child Health Post,Health Post,null,null,8.76131,-11.792779
HM0727,Poste de Sant? Boukoussou,Post under CS Guendembou,null,GOV,8.76428,-9.922
SL-STF106,Well Bodies Hospital,Hospital and nursing home,null,null,8.764541,-12.785471
GN-STF075,Poste de Sant? Badalla,Post under CS Guendembou,null,GOV,8.7646,-10.1277
SieStJ,Port Loko Holding Centre,null,Holding Centre,null,8.765173,-12.784945
null,Port Loko Government Hospital,Hospital,null,null,8.765173,-12.784945
HM0728,Centre de Sant? Guedembou,Health Center,null,GOV,8.76648,-9.9931
HM0736,Sangu?dou,4,null,null,8.76672,-10.4499
HM0696,Moussadou,3,null,null,8.76672,-8.60773
MOH026,Centre de Sant? Binikala,Health Clinic,null,GOV,8.771216,-9.537781
HM0714,Beddou,4,null,null,8.78809,-10.3252
HM0898,Niandan Centre,4,null,null,8.79449,-9.71039
HM0729,Poste de Sant? Guelo,Post under CS Guendembou,null,GOV,8.80109,-10.0616
HM0833,Centre de Sant? Watanka,Health Center,null,GOV,8.80511,-9.80823
HM0752,Bagb? Daye,4,null,null,8.80829,-10.195
HM0803,Kpav?l?gbaou,4,null,null,8.81787,-9.62579
HM0688,Fouaro,4,null,null,8.82471,-8.40118
HM0708,Boula Centre de Sant?,3 - Health Centre,null,GOV,8.83209,-8.95929
HM0715,Centre de Sant? Bolodou,Health Center,null,GOV,8.85107,-10.3313
HM0481,Soulakolo,3,null,null,8.8537,-9.8725
HM0716,Soumtou,4,null,null,8.8689,-10.1941
HM0700,N'Krumah,3,null,null,8.87628,-8.27393
GN-STF053,Centre Medical Communal Sinko,null,HIV Testing,null,8.876567,-8.271717
null,Makeni Government Hospital,Hospital,null,null,8.880237,-12.049513
HM0699,H?r?makono Sinko,1,null,null,8.88391,-8.26801
HM0476,Yende-Millimou Centre de Sant?,3 - Health Centre,null,null,8.88629,-10.1709
SL-STF092,Ngoilla Patent Centre,Pharmacy?,null,null,8.887102,-12.043936
SL_STF154,Makeni Government Hospital,Hospital,Obstetrics,GOSL,8.887501,-12.045843
"SL-STF112|null|null|ETC, Triage|Addax Bio Energy Sierra Leone|8.88828|-12.043914",,,,,,
SL-STF102,Tianshi Health Industry and Enterprises (SL) Limited,Hospital?,null,null,8.88998,-12.04308
SL-STF144,Holy Spirit Hospital,Medical Center,See notes,null,8.89278,-12.03613
HM0732,Oulako,4,null,null,8.91772,-10.4059
null,Magbema Government Hospital,Hospital,null,null,8.917816,-13.155469
HM0731,Centre de Sant? Kassadou,Health Center,null,GOV,8.92352,-10.3306
HM0482,Koulia,4,null,null,8.9259,-10.0416
HM0622,Almamiya,4,null,null,8.92712,-9.5863
HM1000,Face C?t? Route,4,null,null,8.9339,-8.87091
HM0733,Sianfran,4,null,null,8.94812,-10.4029
HM0734,Yomadou 2,4,null,null,8.94849,-10.466
HM0968,Kondian,4,null,null,8.96411,-9.89331
HM0473,Bamba,4,null,null,8.96667,-10.2181
HM0687,Loubakono Fouala,Health Center,null,null,8.9707,-8.33258
HM0609,Sibiribaro Centre de Sant?,3 - Health Centre,null,GOV,8.98151,-9.22137
HM0961,Diomandou,3,null,null,8.9917,-8.8855
HM0472,Wondetoh,3,null,null,8.9931,-10.2
HM1002,Kolata 1,4,null,null,8.99829,-8.5647
HM0475,Firadou,4,null,null,8.99847,-10.1483
HM0497,L?la,4,null,null,9.0105,-10.0498
null,Rokupr Community Health Centre,Health Centre,null,null,9.012937,-12.948762
HM0474,Gbaran,4,null,null,9.01489,-10.0884
HM0471,Karadou,4,null,null,9.01532,-10.1939
HM0495,Kaoro,4,null,null,9.01849,-9.97772
HM0470,Karadou,4,null,null,9.02588,-10.1817
HM0504,Centre de Sant? Bardou 1,Health Center,null,GOV,9.03552,-9.86261
HM0621,Sirkouldou,4,null,null,9.03589,-9.51208
HM0709,Sogoloou,4,null,null,9.03748,-9.02502
HM0610,Kounsankoro Centre de Sant?,3 - Health Centre,null,GOV,9.03748,-8.99658
HM0494,Maternit? Dondian,4,null,null,9.04327,-9.9472
HM0510,Trakore,3,null,null,9.04889,-10.3451
HM0507,Centre de Sant? Banama,Health Center,null,GOV,9.06732,-9.77698
HM0178,Dakhagb?,4,null,null,9.06848,-13.1068
HM0496,Fermessadouba,4,null,null,9.06989,-9.93439
HM0924,Sangolom?,3,null,null,9.07233,-10.3529
HM0508,Sonifanyo,4,null,null,9.081119,-10.4131
HM0661,Frankouma,4,null,null,9.08209,-10.4944
HM0511,Kor?dou,3,null,null,9.08911,-10.2393
HM0509,Farawandou (Yombiro) Centre de Sant?,3 - Health Centre,null,GOV,9.08948,-10.3075
HM0498,Gbangadou,4,null,null,9.0921,-10.0395
HM0613,Mama Camara,4,null,null,9.09229,-8.8158
HM0177,Morkania,4,null,null,9.09253,-13.1181
HM0503,Gbangbadou Ou?nd?,3,null,null,9.09387,-9.9046
HM0176,Kigbaly,4,null,null,9.09552,-13.2329
HM0501,Centre de Sant? Beindou,Health Center,null,GOV,9.09912,-10.0031
HM0506,Telebadou,4,null,null,9.10193,-9.75171
HM0686,Diassodou Centre,Health Center,null,null,9.10889,-8.3374
GN-STF040,CMC Kond?ya,null,HIV testing,null,9.1102,-9.3904
HM0698,Samana,Health Center,null,null,9.11249,-8.55359
HM0505,Wondek?r?,4,null,null,9.12073,-9.83783
HM0502,Gnamandou,4,null,null,9.1217,-9.979
HM0499,Polodou,4,null,null,9.12653,-10.0599
HM0611,Damaro Centre de Sant?,3 - Health Centre,null,GOV,9.13068,-8.90228
HM0492,Fermessadou-Pombo,4,null,null,9.13647,-10.1505
HM0612,Borne Fontaine Assaballadou,4,null,null,9.13971,-8.7666
HM0500,Komora,4,null,null,9.14368,-10.0301
HM0997,Worokoro,4,null,null,9.15033,-9.44812
HM0179,Centre de Sant? Benty,Health Center,null,GOV,9.1637,-13.2168
HM0694,Poste Sant? Koumandougou,Health Center,null,null,9.16528,-7.9903
HM0615,Secteur 2 - Banankoro Centre de Sant?,3 - Health Centre,null,GOV,9.17828,-9.30188
HM0493,Massakondou,4,null,null,9.18109,-10.1875
HM0929,Kakoutoulaye,4,null,null,9.18152,-13.2291
GN-STF078,Clinique AGBEF,Clinic under HP Gueckdou,null,null,9.183829,-10.099891
HM0484,Centre de Sant? Kissi-Madina,Health Center,Couverture Sanitaire Universelle,GOV,9.18628,-10.0985
HM0994,Soumassaniah,4,null,null,9.1875,-9.24231
HM0489,Dandou,3,null,null,9.18988,-9.89868
GuiKiss,H?pital de Kissidougou,Hospital,Triage,MSF,9.1919,-10.097
HM0485,Kissi-Hermakono Centre de Sant?,3 - Health Center,Couverture Sanitaire Universelle,GOV,9.19208,-10.1013
HM0483,Centre de Sant? Kissi-Dar-Es-Salam,Health Center,Couverture Sanitaire Universelle,null,9.1969,-10.0896
GN-STF065,Urgence Health and medical,Clinic (?),null,null,9.198442,-10.100727
HM0701,Sakourala Centre,Health Center,null,null,9.21051,-8.0672
HM0660,Kobikoro Centre de Sant?,3 - Health Centre,null,GOV,9.21228,-10.5456
HM0676,Botobofel (Forest ?),4,null,null,9.21588,-10.0334
HM0490,Centre de Sant? Firawa,4,null,null,9.216309,-9.78571
HM0675,Banga,4,null,null,9.22449,-10.0335
HM0672,Carrefour,3,null,null,9.23328,-10.3391
HM0674,Saabou,Health Center,null,null,9.2431,-10.0271
HM0491,Dondian,4,null,null,9.24652,-9.84119
HM0488,K?n?ma-Bomba,3,null,null,9.2475,-10.062
HM0617,Point D'Eau Kignegbena,4,null,null,9.2561,-8.70831
HM0614,Kerouane Centre de Sant?,3 - Health Centre,null,GOV,9.26831,-9.00848
GN-STF034,Hopital Pr?fectoral Kerouane,1 - Hospital,null,null,9.270569,-9.00762
HM0011,Centre de Sant? Farmor?ah,Health Center,null,GOV,9.27307,-13.0288
HM0487,Gbangbadou Centre de Sant?,3 - Health Centre,null,GOV,9.27307,-9.997191
HM0695,Togobala Centre,4,null,null,9.2749,-7.9657
HM0004,Matakan,4,null,null,9.27612,-13.4255
HM0654,Ballaya,3,null,null,9.2865,-10.4165
HM0642,Doumou,4,null,null,9.2879,-10.2983
HM0480,Bambadou 2,4,null,null,9.28851,-9.68158
HM0486,Kissi-Yalankoro,3,null,null,9.28992,-9.97168
HM0010,Moola,4,null,null,9.32129,-12.9125
HM0192,Tanah,4,null,null,9.32709,-13.1531
HM0005,Mank?,3,null,null,9.3313,-13.4029
HM0619,Soromaya Centre de Sant?,3 - Health Centre,null,GOV,9.33649,-9.45258
HM0620,Maka-F?r?dou,4,null,null,9.3371,-9.58759
MOH018,Centre de Sant? Kaback,Health Clinic,null,GOV,9.341419,-13.40206
HM0479,Manfran Centre de Sant?,3 - Health Centre,null,GOV,9.34491,-9.76941
HM0636,Bergu? Centre,4,null,null,9.3479,-10.0631
HM0001,B?rika,4,null,null,9.36792,-13.1729
HM0478,Konardo,3,null,null,9.37189,-9.854
HM0006,Y?tiya,4,null,null,9.37292,-13.4094
HM0616,Linko Centre de Sant?,3 - Health Centre,null,GOV,9.37872,-8.81781
HM0693,Nafaya,Health Center,null,null,9.38287,-8.37341
HM0671,N'Zebela,3,null,null,9.3833,-10.2606
HM0477,Sangardo 2 Centre de Sant?,3 - Health Centre,null,GOV,9.3869,-10.2107
null,Kukuna Community Health Centre,Health Centre,null,null,9.397457,-12.665775
HM0191,Centre de Sant? Kaliah Centre (Kalea),Health Center,null,GOV,9.39868,-13.066
null,Kamalo Community Health Centre,Health Centre,null,null,9.402821,-12.243871
HM0673,Centre de Sant? Dramela,3,null,null,9.40833,-9.76801
GN-STF126,H?pital Pr?fectoral For?cariah Centre,Hospital,HIV testing,null,9.42987,-13.08052
GN-STF067,null,null,Transit Centre,No Partner Identified,9.431214,-13.091866
GN-STF041,Hopital Pr?fectoral Forecariah,Hospital,null,null,9.431214,-13.091866
HM0007,H?pital Pr?fectoral,1,null,null,9.4317,-13.09
HM0009,Le Proviseur,4,null,null,9.4317,-13.074799
HM0008,Tatagui,3,null,null,9.43213,-13.0907
MOH017,Centre de Sant? Forecariah,Health Clinic,null,GOV,9.432626,-13.08791
MOH019,Centre de Sant? Kakossa,Health Clinic,null,GOV,9.433288,-13.316667
HM0466,Yassardou,3,null,null,9.4425,-10.0783
HM0948,Yardo,4,null,null,9.44629,-9.90851
HM0183,Layah,4,null,null,9.44672,-12.7167
HM0002,Y?niah Centre,4,null,null,9.44873,-13.4419
HM0003,Man?ah,4,null,Childrens dreams for Africa,9.45288,-13.4663
HM0184,Centre de Sant? Moussayah,Health Center,null,GOV,9.4635,-12.8559
HM1022,Centre De Sant? De Room,3,null,null,9.46393,-13.7915
HM0185,Fod?ya,4,null,null,9.47028,-13.3253
HM1020,Centre De Sant? De Boom,3,null,null,9.4707,-13.8312
HM0189,B?r?ir?,3,null,null,9.47131,-13.2281
MOH001,Centre de sant? Kassa,null,null,GOV,9.477021,-13.747854
HM0608,Carrefour,3,null,null,9.49072,-10.3257
HM0182,Kamalayah,4,null,null,9.50293,-12.9116
HM1021,Centre De Sant? De Fotoba,3,null,null,9.50568,-13.8026
HM1073,Hopital National Ignace Deen (Ballay Hospital),Hospital,null,null,9.506562,-13.704988
GN-STF023,H?pital National Ignace Deen + line 1143,Hospital,Morgue,null,9.506562,-13.704988
GN-STF009,Clinique Pasteur,Clinic w/ emergency services & overnight beds,Cardiology,null,9.506589,-13.717435
GN-STF071,Labo CHU Donka,Lab,HIV testing,null,9.5068,-13.705
GN-STF085,Cabinet Medical Dr Brigith Accar,Clinic,null,null,9.50749,-13.71167
HM1065,Pharmacie Amar,null,Pharmacie,null,9.507611,-13.713983
HM1017,Centre De Sant? De Boulbinet,Health Center,HIV testing,null,9.50812,-13.7161
HM1064,Pharmacie Manquepas,Pharmacy,Pharmacie,null,9.508138,-13.716761
"HM1019|H?pital National Ignace Deen|Hospital|Dentistry, Pathology, HIV testing|null|9.50848|-13.7055",,,,,,
GN-STF100,Clinique Maawah de Sans fil Kaloum,null,null,null,9.509061,-13.710312
GN-STF008,Neuve,Medical Center,null,null,9.509167,-13.712222
GN-STF069,Centre de sant? m?re et enfant de Coronthie,Health Clinic,Mother & Child,GOV,9.509167,-13.712222
GN-STF068,Centre Medico Communal Bernard Kouchner,Health Clinic,Women and Children,GOV,9.509167,-13.712222
GN-STF092,SES / Equitech,medical-materiels-equipements,null,null,9.509167,-13.712222
GN-STF098,French Embassy,General Practice,null,null,9.5092,-13.7123
HM1018,Centre De Sant? De Koul?wondy,Health Center,HIV testing,null,9.50928,-13.7057
"HM1055|ASFEGMASSI|NGO - see notes|HIV testing, community pharmacy, medical care|null|9.5093|-13.7124",,,,,,
"HM1058|Socio-Medical Center/French Embassy|null|Pediatrics, General Medicine, dentistry lab and X-ray, Generalist|null|9.512241|-13.715213",,,,,,
HM1056,Serv. Sant? Forces Arm?es Camp Samory,Military hospital,HIV testing,null,9.5129,-13.6993
HM0190,Fandi?,4,null,null,9.51648,-13.240501
HM1072,Clinique Ophtalmologique Bartimee,null,null,null,9.517125,-13.699924
HM1062,Ministry of agriculture and animal production,null,Veterinarian,null,9.517125,-13.699924
HM1063,Pharmacie Le Diamant,null,Optician,null,9.517125,-13.699924
"HM1057|Polyclinic Fei-Tsoei|Hospital/Clinic|Dentistry, Pediatrics, Gynecology, General Medicine, lab and X-ray|null|9.517125|-13.699924",,,,,,
GN-STF082,International SOS: Cite Chemin de Fer,null,null,null,9.517125,-13.699924
HM0455,Kossa,4,null,null,9.52051,-8.52631
